ISC 75, Bgwkys, Bmxhcu, Chienn, Dzct, Fuxtax, Fwrtu, Jpow, Kdkf, Ldlszf, Lwuzf, Lxjh, Lzihpl, Mvki, Mxkah, Nepk, Ofnqni, Pndyf, Sion, Ucjm, Udbgt, Vpnhw, Vqahhq, Vugl, Wjrv, Yrqqw, Zfxe, Zsvsib, Dxgxa, Sved, Imkp, Xxabu, Quha, Badadf, Kcax, Rkfn, Kxxe, Puycrw, Wpruf, Whuhqu, Ukyq, Jhhm, Asmp, Omoxmm, Ynaysn, Albfdc, Gfpumc, Pdds, Vcfpi, Dwhr, Qiqzn, Snwid, Kskwi, Zjmch, Fgmwbz, Knrjuc
Sved, 21.2053571428571, 44.6428571428571, 33.7053571428571, 12.0535714285714, 33.2589285714286, 54.4642857142857, 33.0357142857143, 36.1607142857143, 32.9241071428571, 43.0803571428571, 32.03125, 34.375, 8.48214285714286, 0.111607142857143, 29.6875, 31.0267857142857, 35.0446428571429, 33.4821428571429, 15.1785714285714, 25.8928571428571, 25.4464285714286, 10.7142857142857, 20.9821428571429, 43.0803571428571, 26.1160714285714, 2.23214285714286, 14.7321428571429, 51.7857142857143, 0, 25.2232142857143, 22.5446428571429, 35.2678571428571, 20.9821428571429, 41.9642857142857, 29.4642857142857, 39.7321428571429, 46.875, 5.58035714285714, 19.6428571428571, 33.0357142857143, 23.4375, 24.1071428571429, 26.1160714285714, 46.4285714285714, 10.0446428571429, 28.125, 18.3035714285714, 48.6607142857143, 16.2946428571429, 28.125, 66.7410714285714, 24.1071428571429, 27.2321428571429, 40.1785714285714, 24.5535714285714
Imkp, 22.5446428571429, 19.4196428571429, 47.0982142857143, 3.125, 20.7589285714286, 11.2723214285714, 30.1339285714286, 51.7857142857143, 8.03571428571428, 52.7901785714286, 35.2678571428571, 8.25892857142857, 0.892857142857143, 20.5357142857143, 16.0714285714286, 3.125, 28.7946428571429, 28.5714285714286, 83.9285714285714, 43.9732142857143, 32.9241071428571, 37.9464285714286, 45.0892857142857, 12.7232142857143, 13.8392857142857, 25.2232142857143, 18.75, 45.9821428571429, 25.2232142857143, 0, 30.3571428571429, 31.4732142857143, 44.6428571428571, 27.2321428571429, 18.75, 25.6696428571429, 29.2410714285714, 41.7410714285714, 16.0714285714286, 15.4017857142857, 25, 38.3928571428571, 19.4196428571429, 17.8571428571429, 15.625, 14.2857142857143, 13.8392857142857, 43.0803571428571, 35.2678571428571, 13.6160714285714, 22.7678571428571, 4.46428571428571, 46.4285714285714, 25, 16.0714285714286
Xxabu, 21.4285714285714, 32.5892857142857, 22.5446428571429, 21.4285714285714, 36.6071428571429, 24.4419642857143, 33.2589285714286, 40.4017857142857, 11.4955357142857, 65.8482142857143, 46.4285714285714, 27.6785714285714, 0, 41.40625, 13.1696428571429, 24.5535714285714, 8.70535714285714, 32.8125, 57.5892857142857, 30.5803571428571, 12.0535714285714, 35.8258928571429, 3.125, 30.3571428571429, 38.3928571428571, 1.78571428571429, 21.2053571428571, 25, 22.5446428571429, 30.3571428571429, 0, 47.7678571428571, 41.7410714285714, 28.5714285714286, 49.5535714285714, 42.6339285714286, 31.9196428571429, 14.7321428571429, 39.9553571428571, 41.2946428571429, 21.6517857142857, 23.8839285714286, 23.6607142857143, 25.4464285714286, 26.5625, 34.1517857142857, 8.92857142857143, 18.0803571428571, 37.9464285714286, 40.4017857142857, 39.7321428571429, 13.3928571428571, 22.7678571428571, 36.1607142857143, 46.2053571428571
Quha, 37.2767857142857, 42.1875, 26.6741071428571, 23.6607142857143, 35.4910714285714, 20.9821428571429, 38.0580357142857, 32.8125, 22.3214285714286, 40.0669642857143, 26.5625, 16.9642857142857, 0, 40.1785714285714, 2.23214285714286, 15.4017857142857, 42.1875, 53.7946428571429, 33.9285714285714, 11.6071428571429, 40.625, 60.2678571428571, 2.23214285714286, 47.7678571428571, 6.69642857142857, 13.28125, 16.9642857142857, 17.1875, 35.2678571428571, 31.4732142857143, 47.7678571428571, 0, 2.67857142857143, 52.4553571428571, 27.9017857142857, 22.5446428571429, 43.3035714285714, 1.33928571428571, 12.5, 15.1785714285714, 26.1160714285714, 13.6160714285714, 14.0625, 35.0446428571429, 28.5714285714286, 8.92857142857143, 28.125, 50.4464285714286, 11.1607142857143, 21.875, 28.5714285714286, 23.2142857142857, 44.1964285714286, 18.75, 9.59821428571428
Badadf, 5.91517857142857, 9.375, 9.82142857142857, 16.5178571428571, 53.7946428571429, 34.1517857142857, 37.9464285714286, 22.7678571428571, 11.3839285714286, 75.6696428571428, 33.4821428571429, 11.1607142857143, 27.2321428571429, 5.35714285714286, 27.6785714285714, 41.0714285714286, 10.15625, 18.3035714285714, 50.4464285714286, 57.8125, 9.375, 15.9598214285714, 39.0625, 9.70982142857143, 30.8035714285714, 5.35714285714286, 43.75, 26.3392857142857, 20.9821428571429, 44.6428571428571, 41.7410714285714, 2.67857142857143, 0, 14.9553571428571, 29.9107142857143, 50, 37.0535714285714, 45.9821428571429, 30.8035714285714, 68.5267857142857, 9.82142857142857, 48.6607142857143, 17.8571428571429, 32.1428571428571, 44.6428571428571, 33.7053571428571, 17.1875, 4.01785714285714, 41.9642857142857, 44.4196428571429, 25, 10.9375, 31.9196428571429, 47.3214285714286, 39.9553571428571
Kcax, 25, 44.4196428571429, 17.6339285714286, 0, 15.625, 31.9196428571429, 24.5535714285714, 21.875, 67.4107142857143, 36.8303571428571, 18.3035714285714, 41.9642857142857, 26.7857142857143, 29.7991071428571, 1.33928571428571, 8.92857142857143, 34.8214285714286, 45.8705357142857, 24.5535714285714, 36.8303571428571, 38.6160714285714, 49.21875, 17.8571428571429, 44.8660714285714, 13.6160714285714, 10.3794642857143, 13.8392857142857, 27.2321428571429, 41.9642857142857, 27.2321428571429, 28.5714285714286, 52.4553571428571, 14.9553571428571, 0, 18.9732142857143, 33.4821428571429, 28.5714285714286, 19.6428571428571, 9.59821428571428, 31.0267857142857, 27.6785714285714, 36.8303571428571, 11.8303571428571, 22.0982142857143, 44.1964285714286, 5.58035714285714, 22.5446428571429, 38.3928571428571, 24.5535714285714, 21.875, 8.92857142857143, 27.4553571428571, 20.0892857142857, 28.5714285714286, 8.03571428571428
Rkfn, 51.5625, 44.6428571428571, 6.47321428571428, 40.1785714285714, 46.2053571428571, 26.8973214285714, 14.0625, 15.4017857142857, 18.8616071428571, 79.6875, 30.0223214285714, 52.6785714285714, 8.48214285714286, 11.8303571428571, 26.5625, 9.375, 40.1785714285714, 23.8839285714286, 21.6517857142857, 35.7142857142857, 12.2767857142857, 15.1785714285714, 2.23214285714286, 26.1160714285714, 21.4285714285714, 16.40625, 37.2767857142857, 21.875, 29.4642857142857, 18.75, 49.5535714285714, 27.9017857142857, 29.9107142857143, 18.9732142857143, 0, 35.4910714285714, 17.6339285714286, 41.0714285714286, 38.3928571428571, 25.4464285714286, 22.0982142857143, 36.1607142857143, 60.4910714285714, 31.4732142857143, 16.2946428571429, 22.7678571428571, 32.1428571428571, 10.7142857142857, 17.6339285714286, 31.6964285714286, 7.36607142857143, 8.03571428571428, 26.7857142857143, 15.1785714285714, 47.0982142857143
Kxxe, 54.0178571428571, 37.9464285714286, 8.48214285714286, 12.5, 57.3660714285714, 29.9107142857143, 38.8392857142857, 26.7857142857143, 16.40625, 53.90625, 33.7053571428571, 48.2142857142857, 7.14285714285714, 13.5044642857143, 27.0089285714286, 12.7232142857143, 6.69642857142857, 28.7946428571429, 29.0178571428571, 59.1517857142857, 10.2678571428571, 8.81696428571428, 5.80357142857143, 58.4821428571429, 20.7589285714286, 12.2767857142857, 21.875, 38.8392857142857, 39.7321428571429, 25.6696428571429, 42.6339285714286, 22.5446428571429, 50, 33.4821428571429, 35.4910714285714, 0, 39.0625, 31.0267857142857, 31.25, 40.625, 17.8571428571429, 29.9107142857143, 10.7142857142857, 23.2142857142857, 54.6875, 15.625, 25.8928571428571, 31.25, 59.8214285714286, 75.6696428571428, 27.2321428571429, 37.0535714285714, 36.1607142857143, 8.48214285714286, 40.1785714285714
Puycrw, 40.625, 11.6071428571429, 27.4553571428571, 24.3303571428571, 46.3169642857143, 40.7366071428571, 33.2589285714286, 40.1785714285714, 21.4285714285714, 39.9553571428571, 24.7767857142857, 31.25, 10.9375, 11.1607142857143, 18.75, 36.1607142857143, 3.34821428571429, 16.0714285714286, 51.5625, 31.6964285714286, 18.6383928571429, 38.0580357142857, 10.0446428571429, 51.5625, 30.3571428571429, 12.5, 12.2767857142857, 14.9553571428571, 46.875, 29.2410714285714, 31.9196428571429, 43.3035714285714, 37.0535714285714, 28.5714285714286, 17.6339285714286, 39.0625, 0, 12.5, 14.2857142857143, 56.6964285714286, 24.1071428571429, 2.67857142857143, 4.46428571428571, 64.7321428571428, 31.0267857142857, 33.4821428571429, 55.8035714285714, 48.8839285714286, 22.9910714285714, 37.5, 38.8392857142857, 16.9642857142857, 28.3482142857143, 34.8214285714286, 15.8482142857143
Wpruf, 40.625, 7.58928571428571, 0.669642857142857, 15.4017857142857, 38.3928571428571, 21.7633928571429, 40.4017857142857, 16.9642857142857, 33.9285714285714, 59.5982142857143, 32.03125, 18.5267857142857, 43.9732142857143, 1.89732142857143, 42.8571428571429, 15.625, 16.0714285714286, 19.6428571428571, 41.9642857142857, 48.4375, 25.2232142857143, 17.1875, 31.0267857142857, 48.6607142857143, 9.93303571428571, 26.3392857142857, 20.7589285714286, 19.4196428571429, 5.58035714285714, 41.7410714285714, 14.7321428571429, 1.33928571428571, 45.9821428571429, 19.6428571428571, 41.0714285714286, 31.0267857142857, 12.5, 0, 50.4464285714286, 18.5267857142857, 7.8125, 42.6339285714286, 24.5535714285714, 11.3839285714286, 32.3660714285714, 16.9642857142857, 39.2857142857143, 8.92857142857143, 27.2321428571429, 41.2946428571429, 13.1696428571429, 24.5535714285714, 37.9464285714286, 9.82142857142857, 26.3392857142857
Whuhqu, 26.5625, 33.2589285714286, 21.5401785714286, 25.6696428571429, 28.4598214285714, 52.7901785714286, 60.9375, 40.8482142857143, 11.8303571428571, 41.0714285714286, 33.4821428571429, 14.2857142857143, 23.6607142857143, 4.46428571428571, 36.6071428571429, 41.5178571428571, 1.78571428571429, 24.5535714285714, 35.2678571428571, 36.1607142857143, 5.13392857142857, 11.1607142857143, 7.8125, 68.75, 13.3928571428571, 31.3616071428571, 15.625, 24.3303571428571, 19.6428571428571, 16.0714285714286, 39.9553571428571, 12.5, 30.8035714285714, 9.59821428571428, 38.3928571428571, 31.25, 14.2857142857143, 50.4464285714286, 0, 16.9642857142857, 11.1607142857143, 29.6875, 11.3839285714286, 19.4196428571429, 27.0089285714286, 29.9107142857143, 31.6964285714286, 17.4107142857143, 26.5625, 33.9285714285714, 38.3928571428571, 40.8482142857143, 29.9107142857143, 19.6428571428571, 56.25
Ukyq, 17.6339285714286, 18.75, 10.0446428571429, 20.0892857142857, 49.5535714285714, 44.3080357142857, 20.0892857142857, 13.6160714285714, 25, 54.9107142857143, 24.5535714285714, 33.2589285714286, 15.1785714285714, 6.36160714285714, 14.2857142857143, 58.4821428571429, 13.3928571428571, 15.625, 30.8035714285714, 27.6785714285714, 26.7857142857143, 13.3928571428571, 24.5535714285714, 30.5803571428571, 42.6339285714286, 2.67857142857143, 51.5625, 25.6696428571429, 33.0357142857143, 15.4017857142857, 41.2946428571429, 15.1785714285714, 68.5267857142857, 31.0267857142857, 25.4464285714286, 40.625, 56.6964285714286, 18.5267857142857, 16.9642857142857, 0, 27.9017857142857, 0.446428571428571, 8.25892857142857, 47.0982142857143, 38.1696428571429, 42.8571428571429, 31.9196428571429, 23.4375, 43.5267857142857, 50.8928571428571, 26.5625, 12.5, 28.7946428571429, 74.1071428571428, 32.1428571428571
Jhhm, 16.0714285714286, 42.6339285714286, 45.3125, 6.47321428571428, 34.375, 18.8616071428571, 33.7053571428571, 64.7321428571428, 34.4866071428571, 39.84375, 28.5714285714286, 43.5267857142857, 15.1785714285714, 2.67857142857143, 15.8482142857143, 6.47321428571428, 34.8214285714286, 50.4464285714286, 25, 27.9017857142857, 30.1339285714286, 13.1696428571429, 28.5714285714286, 10.0446428571429, 19.4196428571429, 17.4107142857143, 29.4642857142857, 14.7321428571429, 23.4375, 25, 21.6517857142857, 26.1160714285714, 9.82142857142857, 27.6785714285714, 22.0982142857143, 17.8571428571429, 24.1071428571429, 7.8125, 11.1607142857143, 27.9017857142857, 0, 8.70535714285714, 26.3392857142857, 38.1696428571429, 29.4642857142857, 33.9285714285714, 37.5, 56.9196428571429, 20.3125, 8.48214285714286, 25, 12.5, 17.4107142857143, 37.5, 30.3571428571429
Asmp, 16.2946428571429, 37.2767857142857, 11.3839285714286, 0, 17.8571428571429, 23.8839285714286, 49.1071428571429, 41.5178571428571, 25.1116071428571, 54.6875, 50, 14.2857142857143, 30.5803571428571, 24.6651785714286, 16.7410714285714, 16.5178571428571, 45.9821428571429, 30.1339285714286, 34.375, 57.8125, 15.4017857142857, 25.8928571428571, 25.8928571428571, 4.79910714285714, 11.8303571428571, 28.2366071428571, 29.6875, 26.3392857142857, 24.1071428571429, 38.3928571428571, 23.8839285714286, 13.6160714285714, 48.6607142857143, 36.8303571428571, 36.1607142857143, 29.9107142857143, 2.67857142857143, 42.6339285714286, 29.6875, 0.446428571428571, 8.70535714285714, 0, 42.6339285714286, 22.7678571428571, 40.4017857142857, 22.0982142857143, 16.9642857142857, 7.58928571428571, 16.0714285714286, 12.7232142857143, 13.6160714285714, 18.3035714285714, 6.25, 13.8392857142857, 35.7142857142857
Omoxmm, 36.9419642857143, 38.8392857142857, 33.2589285714286, 31.25, 43.5267857142857, 14.0625, 4.24107142857143, 16.7410714285714, 10.7142857142857, 60.2678571428571, 40.1785714285714, 47.3214285714286, 24.1071428571429, 31.6964285714286, 25, 14.9553571428571, 57.9241071428571, 23.8839285714286, 1.5625, 26.3392857142857, 4.6875, 9.82142857142857, 43.0803571428571, 1.11607142857143, 15.625, 43.8616071428571, 29.0178571428571, 29.9107142857143, 26.1160714285714, 19.4196428571429, 23.6607142857143, 14.0625, 17.8571428571429, 11.8303571428571, 60.4910714285714, 10.7142857142857, 4.46428571428571, 24.5535714285714, 11.3839285714286, 8.25892857142857, 26.3392857142857, 42.6339285714286, 0, 21.875, 24.7767857142857, 12.2767857142857, 6.02678571428571, 19.6428571428571, 18.3035714285714, 6.02678571428571, 24.5535714285714, 38.3928571428571, 17.1875, 11.1607142857143, 22.0982142857143
Ynaysn, 33.9285714285714, 39.2857142857143, 26.6741071428571, 19.1964285714286, 51.7857142857143, 56.0267857142857, 20.5357142857143, 54.2410714285714, 13.0580357142857, 57.1428571428571, 24.5535714285714, 24.5535714285714, 12.0535714285714, 2.00892857142857, 28.7946428571429, 16.0714285714286, 45.9821428571429, 28.5714285714286, 38.3928571428571, 13.3928571428571, 29.0178571428571, 32.1428571428571, 5.35714285714286, 13.3928571428571, 37.2767857142857, 5.58035714285714, 16.5178571428571, 44.6428571428571, 46.4285714285714, 17.8571428571429, 25.4464285714286, 35.0446428571429, 32.1428571428571, 22.0982142857143, 31.4732142857143, 23.2142857142857, 64.7321428571428, 11.3839285714286, 19.4196428571429, 47.0982142857143, 38.1696428571429, 22.7678571428571, 21.875, 0, 47.5446428571429, 33.7053571428571, 62.0535714285714, 33.2589285714286, 12.0535714285714, 30.1339285714286, 45.0892857142857, 3.34821428571429, 10.0446428571429, 34.8214285714286, 24.7767857142857
Albfdc, 31.4732142857143, 40.625, 5.35714285714286, 6.69642857142857, 70.3125, 28.2366071428571, 23.4375, 28.5714285714286, 33.4821428571429, 53.7946428571429, 23.4375, 34.375, 26.3392857142857, 19.0848214285714, 24.1071428571429, 7.14285714285714, 40.2901785714286, 26.7857142857143, 16.9642857142857, 51.3392857142857, 34.375, 14.5089285714286, 14.2857142857143, 33.3705357142857, 16.7410714285714, 35.4910714285714, 8.92857142857143, 24.5535714285714, 10.0446428571429, 15.625, 26.5625, 28.5714285714286, 44.6428571428571, 44.1964285714286, 16.2946428571429, 54.6875, 31.0267857142857, 32.3660714285714, 27.0089285714286, 38.1696428571429, 29.4642857142857, 40.4017857142857, 24.7767857142857, 47.5446428571429, 0, 14.5089285714286, 41.7410714285714, 25.8928571428571, 45.9821428571429, 36.8303571428571, 12.0535714285714, 36.8303571428571, 13.1696428571429, 21.6517857142857, 12.2767857142857
Gfpumc, 19.4196428571429, 35.6026785714286, 20.9821428571429, 8.25892857142857, 26.7857142857143, 5.35714285714286, 62.0535714285714, 54.0178571428571, 10.4910714285714, 40.1785714285714, 64.0625, 18.75, 10.7142857142857, 0.111607142857143, 18.3035714285714, 47.7678571428571, 17.0758928571429, 16.0714285714286, 27.6785714285714, 30.1339285714286, 9.375, 6.69642857142857, 8.48214285714286, 40.7366071428571, 56.4732142857143, 25, 50.6696428571429, 21.875, 28.125, 14.2857142857143, 34.1517857142857, 8.92857142857143, 33.7053571428571, 5.58035714285714, 22.7678571428571, 15.625, 33.4821428571429, 16.9642857142857, 29.9107142857143, 42.8571428571429, 33.9285714285714, 22.0982142857143, 12.2767857142857, 33.7053571428571, 14.5089285714286, 0, 46.6517857142857, 10.0446428571429, 31.25, 31.9196428571429, 31.0267857142857, 10.2678571428571, 17.1875, 69.4196428571428, 41.2946428571429
Pdds, 45.3125, 28.3482142857143, 19.8660714285714, 23.8839285714286, 45.7589285714286, 26.1160714285714, 22.3214285714286, 51.3392857142857, 29.4642857142857, 45.9821428571429, 45.6473214285714, 14.2857142857143, 15.1785714285714, 0.669642857142857, 39.2857142857143, 15.625, 20.8705357142857, 11.2723214285714, 26.7857142857143, 39.5089285714286, 28.3482142857143, 27.9017857142857, 1.5625, 46.6517857142857, 20.6473214285714, 22.0982142857143, 33.0357142857143, 13.1696428571429, 18.3035714285714, 13.8392857142857, 8.92857142857143, 28.125, 17.1875, 22.5446428571429, 32.1428571428571, 25.8928571428571, 55.8035714285714, 39.2857142857143, 31.6964285714286, 31.9196428571429, 37.5, 16.9642857142857, 6.02678571428571, 62.0535714285714, 41.7410714285714, 46.6517857142857, 0, 29.6875, 16.9642857142857, 35.0446428571429, 8.25892857142857, 10.0446428571429, 11.8303571428571, 22.9910714285714, 40.625
Vcfpi, 34.5982142857143, 25.8928571428571, 53.125, 12.2767857142857, 29.4642857142857, 27.2321428571429, 35.7142857142857, 43.9732142857143, 35.0446428571429, 24.5535714285714, 13.3928571428571, 17.8571428571429, 0, 8.37053571428571, 4.01785714285714, 20.5357142857143, 31.25, 42.2991071428571, 31.4732142857143, 36.6071428571429, 44.3080357142857, 11.8303571428571, 32.1428571428571, 45.0892857142857, 9.375, 36.6071428571429, 19.8660714285714, 25, 48.6607142857143, 43.0803571428571, 18.0803571428571, 50.4464285714286, 4.01785714285714, 38.3928571428571, 10.7142857142857, 31.25, 48.8839285714286, 8.92857142857143, 17.4107142857143, 23.4375, 56.9196428571429, 7.58928571428571, 19.6428571428571, 33.2589285714286, 25.8928571428571, 10.0446428571429, 29.6875, 0, 15.8482142857143, 19.1964285714286, 37.5, 22.5446428571429, 45.0892857142857, 31.25, 20.5357142857143
Dwhr, 50.6696428571429, 49.1071428571429, 21.4285714285714, 8.48214285714286, 52.34375, 5.80357142857143, 23.4375, 20.9821428571429, 3.57142857142857, 71.875, 26.8973214285714, 26.7857142857143, 10.9375, 13.6160714285714, 23.2142857142857, 30.3571428571429, 5.69196428571429, 8.48214285714286, 47.0982142857143, 32.1428571428571, 20.9821428571429, 7.58928571428571, 43.5267857142857, 43.3035714285714, 32.3660714285714, 27.6785714285714, 20.7589285714286, 38.3928571428571, 16.2946428571429, 35.2678571428571, 37.9464285714286, 11.1607142857143, 41.9642857142857, 24.5535714285714, 17.6339285714286, 59.8214285714286, 22.9910714285714, 27.2321428571429, 26.5625, 43.5267857142857, 20.3125, 16.0714285714286, 18.3035714285714, 12.0535714285714, 45.9821428571429, 31.25, 16.9642857142857, 15.8482142857143, 0, 51.1160714285714, 34.8214285714286, 62.0535714285714, 37.7232142857143, 29.2410714285714, 24.1071428571429
Qiqzn, 62.0535714285714, 25.8928571428571, 4.46428571428571, 24.5535714285714, 46.2053571428571, 21.09375, 45.7589285714286, 15.1785714285714, 13.5044642857143, 41.7410714285714, 43.6383928571429, 35.4910714285714, 13.3928571428571, 17.4107142857143, 41.7410714285714, 31.6964285714286, 7.47767857142857, 28.125, 29.2410714285714, 33.0357142857143, 5.35714285714286, 16.0714285714286, 6.25, 69.1964285714286, 35.0446428571429, 0, 26.1160714285714, 37.0535714285714, 28.125, 13.6160714285714, 40.4017857142857, 21.875, 44.4196428571429, 21.875, 31.6964285714286, 75.6696428571428, 37.5, 41.2946428571429, 33.9285714285714, 50.8928571428571, 8.48214285714286, 12.7232142857143, 6.02678571428571, 30.1339285714286, 36.8303571428571, 31.9196428571429, 35.0446428571429, 19.1964285714286, 51.1160714285714, 0, 34.5982142857143, 33.0357142857143, 33.2589285714286, 24.3303571428571, 30.8035714285714
Snwid, 18.3035714285714, 29.9107142857143, 44.6428571428571, 14.9553571428571, 43.0803571428571, 49.7767857142857, 52.0089285714286, 43.5267857142857, 2.00892857142857, 48.4375, 31.25, 10.2678571428571, 16.9642857142857, 8.92857142857143, 40.625, 41.0714285714286, 14.6205357142857, 45.3125, 43.5267857142857, 5.80357142857143, 12.9464285714286, 15.1785714285714, 35.9375, 33.8169642857143, 28.3482142857143, 4.91071428571429, 6.47321428571428, 47.7678571428571, 66.7410714285714, 22.7678571428571, 39.7321428571429, 28.5714285714286, 25, 8.92857142857143, 7.36607142857143, 27.2321428571429, 38.8392857142857, 13.1696428571429, 38.3928571428571, 26.5625, 25, 13.6160714285714, 24.5535714285714, 45.0892857142857, 12.0535714285714, 31.0267857142857, 8.25892857142857, 37.5, 34.8214285714286, 34.5982142857143, 0, 41.9642857142857, 37.5, 31.0267857142857, 33.4821428571429
Kskwi, 45.0892857142857, 43.9732142857143, 24.6651785714286, 20.9821428571429, 39.9553571428571, 18.3035714285714, 46.09375, 15.1785714285714, 12.0535714285714, 47.9910714285714, 23.4375, 27.6785714285714, 38.8392857142857, 22.3214285714286, 22.7678571428571, 48.2142857142857, 8.70535714285714, 13.7276785714286, 4.46428571428571, 20.3125, 8.03571428571428, 18.0803571428571, 46.4285714285714, 68.8616071428571, 12.0535714285714, 38.8392857142857, 8.03571428571428, 21.6517857142857, 24.1071428571429, 4.46428571428571, 13.3928571428571, 23.2142857142857, 10.9375, 27.4553571428571, 8.03571428571428, 37.0535714285714, 16.9642857142857, 24.5535714285714, 40.8482142857143, 12.5, 12.5, 18.3035714285714, 38.3928571428571, 3.34821428571429, 36.8303571428571, 10.2678571428571, 10.0446428571429, 22.5446428571429, 62.0535714285714, 33.0357142857143, 41.9642857142857, 0, 32.1428571428571, 4.91071428571429, 10.9375
Zjmch, 44.6428571428571, 31.4732142857143, 20.2008928571429, 25.6696428571429, 46.9866071428571, 18.75, 52.7901785714286, 9.82142857142857, 0.446428571428571, 58.0357142857143, 12.5, 11.6071428571429, 4.6875, 15.1785714285714, 4.91071428571429, 25, 16.1830357142857, 53.125, 51.7857142857143, 18.9732142857143, 33.9285714285714, 22.0982142857143, 22.9910714285714, 46.2053571428571, 9.375, 30.8035714285714, 33.0357142857143, 35.2678571428571, 27.2321428571429, 46.4285714285714, 22.7678571428571, 44.1964285714286, 31.9196428571429, 20.0892857142857, 26.7857142857143, 36.1607142857143, 28.3482142857143, 37.9464285714286, 29.9107142857143, 28.7946428571429, 17.4107142857143, 6.25, 17.1875, 10.0446428571429, 13.1696428571429, 17.1875, 11.8303571428571, 45.0892857142857, 37.7232142857143, 33.2589285714286, 37.5, 32.1428571428571, 0, 16.7410714285714, 35.0446428571429
Fgmwbz, 4.12946428571429, 26.5625, 20.5357142857143, 11.1607142857143, 22.7678571428571, 24.1071428571429, 42.4107142857143, 39.2857142857143, 33.0357142857143, 32.1428571428571, 43.9732142857143, 24.1071428571429, 10.8258928571429, 0.892857142857143, 8.03571428571428, 65.4017857142857, 32.1428571428571, 18.0803571428571, 26.7857142857143, 20.3125, 38.1696428571429, 2.23214285714286, 28.7946428571429, 27.0089285714286, 47.7678571428571, 10.7142857142857, 50.4464285714286, 27.0089285714286, 40.1785714285714, 25, 36.1607142857143, 18.75, 47.3214285714286, 28.5714285714286, 15.1785714285714, 8.48214285714286, 34.8214285714286, 9.82142857142857, 19.6428571428571, 74.1071428571428, 37.5, 13.8392857142857, 11.1607142857143, 34.8214285714286, 21.6517857142857, 69.4196428571428, 22.9910714285714, 31.25, 29.2410714285714, 24.3303571428571, 31.0267857142857, 4.91071428571429, 16.7410714285714, 0, 27.9017857142857
Knrjuc, 26.6741071428571, 32.9241071428571, 28.90625, 31.4732142857143, 29.6875, 40.7366071428571, 40.8482142857143, 55.8035714285714, 5.35714285714286, 53.3482142857143, 56.25, 16.9642857142857, 7.14285714285714, 8.48214285714286, 24.5535714285714, 31.6964285714286, 2.67857142857143, 35.2678571428571, 36.6071428571429, 37.9464285714286, 6.69642857142857, 10.0446428571429, 12.2767857142857, 16.9642857142857, 16.7410714285714, 8.92857142857143, 58.2589285714286, 36.1607142857143, 24.5535714285714, 16.0714285714286, 46.2053571428571, 9.59821428571428, 39.9553571428571, 8.03571428571428, 47.0982142857143, 40.1785714285714, 15.8482142857143, 26.3392857142857, 56.25, 32.1428571428571, 30.3571428571429, 35.7142857142857, 22.0982142857143, 24.7767857142857, 12.2767857142857, 41.2946428571429, 40.625, 20.5357142857143, 24.1071428571429, 30.8035714285714, 33.4821428571429, 10.9375, 35.0446428571429, 27.9017857142857, 0
